,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1501,"('santé', 3)","('service', 2)","('armées', 2)","('compléter', 1)","('suivante', 1)","('activités', 1)","('montant', 1)","('dotations', 1)","('fixé', 1)","('chaque', 1)","('année', 1)","('arrêté', 1)","('ministres', 1)","('chargés', 1)","('sécurité', 1)","('sociale', 1)","('prenant', 1)","('ressort', 1)","('territorial', 1)","('national', 1)","('application', 1)","('disposition', 1)","('relative', 1)","('psychiatrie', 1)",,,,,,
1502,"('mot', 2)","('article', 2)","('deuxième', 1)","('substituer', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1503,"('compléter', 1)","('mot', 1)","('visant', 1)","('assurer', 1)","('respect', 1)","('caractéristiques', 1)","('exigées', 1)","('véhicules', 1)","('affectés', 1)","('transport', 1)","('sanitaires', 1)","('terrestres', 1)","('précision', 1)",,,,,,,,,,,,,,,,,
1504,"('charge', 9)","('patient', 8)","('pied', 6)","('prise', 5)","('diabétique', 5)","('diabète', 4)","('assurance', 3)","('maladie', 3)","('cahier', 3)","('établissements', 3)","('équipes', 3)","('amputation', 3)","('plaie', 3)","('qualité', 3)","('vie', 3)","('complication', 3)","('dépenses', 3)","('euro', 3)","('article', 2)","('personnes', 2)","('alors', 2)","('pratique', 2)","('plus', 2)","('déjà', 2)","('représentent', 2)","('élèvent', 2)","('donc', 2)","('soins', 2)","('million', 2)","('améliorer', 1)"
1505,"('liste', 5)","('dispositifs', 4)","('médicaux', 4)","('sus', 4)","('charge', 3)","('innovants', 2)","('pris', 2)","('actualisation', 2)","('premier', 1)","('i', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('complété', 1)","('rédigée', 1)","('cette', 1)","('actualisée', 1)","('chaque', 1)","('année', 1)","('reprend', 1)","('proposition', 1)","('information', 1)","('mar', 1)","('relatif', 1)","('initiative', 1)","('députés', 1)","('julien', 1)","('borowczyk', 1)","('pierre', 1)"
1506,"('substitution', 5)","('pharmacien', 4)","('médicament', 4)","('cette', 4)","('article', 3)","('biologique', 3)","('cadre', 3)","('condition', 2)","('décret', 2)","('réglementaire', 2)","('nécessaire', 2)","('patient', 2)","('pharmaciens', 2)","('prescripteurs', 2)","('responsabilité', 2)","('choix', 2)","('molécule', 2)","('supprimer', 1)","('financement', 1)","('sécurité', 1)","('sociale', 1)","('prévoit', 1)","('code', 1)","('santé', 1)","('publique', 1)","('indique', 1)","('dérogation', 1)","('premier', 1)","('peut', 1)","('délivrer', 1)"
1507,"('légal', 2)","('sportive', 2)","('mineurs', 2)","('âge', 2)","('cette', 2)","('médical', 2)","('million', 2)","('leurs', 2)","('supprimer', 1)","('alinéas', 1)","('plf', 1)","('simplifie', 1)","('cadre', 1)","('certificats', 1)","('médicaux', 1)","('pratique', 1)","('discipline', 1)","('sportives', 1)","('sans', 1)","('contraintes', 1)","('particulières', 1)","('gouvernement', 1)","('entend', 1)","('appuyer', 1)","('consultation', 1)","('obligatoires', 1)","('prévues', 1)","('jusqu', 1)","('dès', 1)","('lors', 1)"
1508,"('adultes', 10)","('établissements', 8)","('place', 7)","('enfants', 7)","('adolescent', 5)","('présente', 4)","('territoire', 4)","('jeunes', 4)","('nombre', 3)","('disponibles', 3)","('handicap', 3)","('effet', 3)","('personnes', 3)","('vie', 2)","('identifier', 2)","('maintenus', 2)","('structure', 2)","('titre', 2)","('dispositif', 2)","('article', 2)","('familles', 2)","('habitat', 2)","('offre', 2)","('tout', 2)","('besoins', 2)","('plus', 2)","('leurs', 2)","('âge', 2)","('délai', 1)","('six', 1)"
1509,"('sportive', 8)","('article', 6)","('autoévaluation', 6)","('sportif', 5)","('fédération', 4)","('attestation', 4)","('état', 4)","('santé', 4)","('personnes', 4)","('médical', 4)","('disposition', 3)","('licence', 3)","('subordonnée', 3)","('mineur', 3)","('certificat', 3)","('pratique', 3)","('inscription', 3)","('rédigé', 2)","('art', 2)","('sans', 2)","('obtention', 2)","('renouvellement', 2)","('permettant', 2)","('compétitions', 2)","('organisées', 2)","('réalisation', 2)","('lorsque', 2)","('réalisée', 2)","('renseignée', 2)","('exerçant', 2)"
1510,"('parent', 3)","('indemnité', 2)","('journalière', 2)","('taux', 2)","('supprimer', 1)","('alinéas', 1)","('prévu', 1)","('article', 1)","('projet', 1)","('réduction', 1)","('indemnités', 1)","('journalières', 1)","('familles', 1)","('aujourd', 1)","('hui', 1)","('partir', 1)","('jour', 1)","('maladie', 1)","('famille', 1)","('nombreuse', 1)","('bénéficie', 1)","('majoré', 1)","('proposé', 1)","('réduire', 1)","('alors', 1)","('certaines', 1)","('entreprises', 1)","('vont', 1)","('compenser', 1)","('perte', 1)"
1511,"('mot', 2)","('substituer', 1)","('conformément', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,"('mot', 2)","('prime', 2)","('début', 1)","('substituer', 1)","('cette', 1)","('mentionnée', 1)","('a', 1)","('i', 1)",,,,,,,,,,,,,,,,,,,,,,
1513,"('santé', 6)","('soins', 5)","('code', 4)","('publique', 4)","('maladie', 3)","('coordination', 3)","('prestataires', 3)","('service', 3)","('distributeurs', 3)","('matériels', 3)","('article', 3)","('établissements', 3)","('assurance', 2)","('mentionnés', 2)","('domicile', 2)","('mission', 2)","('had', 2)","('être', 2)","('deuxième', 1)","('complété', 1)","('rédigée', 1)","('leurs', 1)","('misions', 1)","('permettent', 1)","('facturation', 1)","('titre', 1)","('continuité', 1)","('facturent', 1)","('prestations', 1)","('particulièrement', 1)"
1514,"('substituer', 1)","('deux', 1)","('occurrence', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,"('année', 6)","('article', 3)","('prolonger', 3)","('permettre', 3)","('travailleurs', 3)","('indépendants', 3)","('utilisateurs', 3)","('décembre', 2)","('modifié', 2)","('premier', 2)","('complété', 2)","('rédigée', 2)","('expérimentation', 2)","('peut', 2)","('être', 2)","('intermédiaire', 2)","('remis', 2)","('plus', 2)","('date', 2)","('ca', 2)","('dispositif', 2)","('régions', 2)","('leurs', 2)","('cotisations', 2)","('deux', 2)","('nombre', 2)","('pouvoir', 2)","('toutefois', 2)","('an', 2)","('cette', 2)"
1516,"('dépenses', 6)","('prise', 5)","('charge', 5)","('médicaments', 4)","('homéopathiques', 3)","('traitements', 3)","('article', 2)","('code', 2)","('sécurité', 2)","('sociale', 2)","('rapport', 2)","('janvier', 2)","('maîtrise', 2)","('santé', 2)","('prescription', 2)","('préparations', 2)","('autres', 2)","('patient', 2)","('assurance', 2)","('maladie', 2)","('lors', 2)","('risque', 2)","('allopathiques', 2)","('part', 2)","('complété', 1)","('rédigé', 1)","('parlement', 1)","('destinataire', 1)","('deux', 1)","('plus', 1)"
1517,"('après', 1)","('mentionné', 1)","('insérer', 1)","('respectivement', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,,,
1518,"('supprimer', 5)","('accord', 5)","('prime', 5)","('salariés', 5)","('a', 4)","('entreprises', 4)","('après', 3)","('fin', 3)","('conséquence', 3)","('code', 3)","('article', 3)","('condition', 3)","('intéressement', 3)","('cette', 3)","('perte', 2)","('recettes', 2)","('compensée', 2)","('due', 2)","('concurrence', 2)","('droits', 2)","('mentionnés', 2)","('général', 2)","('sécurité', 2)","('existence', 2)","('mise', 2)","('place', 2)","('exceptionnelle', 2)","('million', 2)","('selon', 2)","('oeuvre', 2)"
1519,"('prime', 6)","('article', 4)","('a', 4)","('rédiger', 3)","('employeur', 3)","('salariés', 3)","('code', 3)","('travail', 3)","('montant', 3)","('après', 2)","('fin', 2)","('entre', 2)","('conséquence', 2)","('bénéficiaires', 2)","('principe', 2)","('égalité', 2)","('traitement', 2)","('versement', 2)","('perte', 2)","('recettes', 2)","('compensée', 2)","('due', 2)","('concurrence', 2)","('droits', 2)","('mentionnés', 2)","('général', 2)","('employeurs', 2)","('fonction', 2)","('dont', 2)","('performance', 2)"
1520,"('entreprises', 7)","('article', 4)","('charge', 4)","('travail', 4)","('salariés', 4)","('point', 3)","('salaires', 3)","('smic', 3)","('diminution', 3)","('code', 2)","('sécurité', 2)","('sociale', 2)","('nombre', 2)","('cotisations', 2)","('rémunérations', 2)","('concurrence', 2)","('baisse', 2)","('sociales', 2)","('compétitivité', 2)","('tout', 2)","('donc', 2)","('jusqu', 2)","('effet', 2)","('profils', 2)","('qualifiés', 2)","('aussi', 2)","('patronales', 2)","('coût', 2)","('france', 2)","('i', 1)"
1521,"('activité', 7)","('professionnels', 5)","('article', 3)","('libéraux', 3)","('pluriactifs', 3)","('a', 3)","('assurance', 3)","('vieillesse', 3)","('cotisation', 3)","('cette', 3)","('code', 2)","('sécurité', 2)","('sociale', 2)","('cotisations', 2)","('dont', 2)","('revenus', 2)","('seuil', 2)","('lorsque', 2)","('occasionnels', 2)","('régime', 2)","('bénéfices', 2)","('leurs', 2)","('ski', 2)","('i', 1)","('complété', 1)","('rédigé', 1)","('exonérés', 1)","('paiement', 1)","('mentionnées', 1)","('inférieurs', 1)"
1522,"('supprimer', 1)","('référence', 1)","('b', 1)","('coordination', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"('première', 2)","('substituer', 1)","('occurrence', 1)","('mot', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1524,"('substituer', 1)","('première', 1)","('occurrence', 1)","('référence', 1)","('i', 1)","('précision', 1)","('rédactionnelle', 1)",,,,,,,,,,,,,,,,,,,,,,,
1525,"('compléter', 1)","('mot', 1)","('article', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"('compléter', 1)","('mot', 1)","('article', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1527,"('entre', 3)","('établissements', 3)","('migac', 3)","('santé', 2)","('équité', 2)","('public', 2)","('enveloppe', 2)","('établissement', 2)","('pourcentage', 2)","('intérêt', 2)","('assurer', 2)","('meilleur', 2)","('deuxième', 1)","('premier', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('après', 1)","('dotation', 1)","('insérés', 1)","('mot', 1)","('répartie', 1)","('manière', 1)","('équitable', 1)","('différentes', 1)","('catégories', 1)","('vise', 1)","('garantir', 1)","('crédibilité', 1)"
1528,"('substituer', 1)","('deuxième', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,"('santé', 4)","('transparence', 3)","('complété', 2)","('toute', 2)","('agences', 2)","('régionales', 2)","('financier', 2)","('chapitre', 1)","('ier', 1)","('titre', 1)","('iii', 1)","('livre', 1)","('iv', 1)","('code', 1)","('publique', 1)","('modifié', 1)","('mot', 1)","('b', 1)","('rédigée', 1)","('attachent', 1)","('allouer', 1)","('financements', 1)","('tenant', 1)","('chaque', 1)","('catégorie', 1)","('établissements', 1)","('vise', 1)","('introduire', 1)","('principe', 1)","('général', 1)"
1530,"('substituer', 1)","('deuxième', 1)","('mot', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,"('critères', 5)","('financement', 4)","('dotation', 3)","('régions', 3)","('mot', 2)","('caractéristiques', 2)","('sociaux', 2)","('entre', 2)","('psychiatrie', 2)","('inégalités', 2)","('cette', 2)","('substituer', 1)","('démographie', 1)","('démographiques', 1)","('populationnelle', 1)","('allouée', 1)","('puis', 1)","('répartie', 1)","('établissements', 1)","('territoire', 1)","('très', 1)","('certainement', 1)","('piliers', 1)","('réforme', 1)","('france', 1)","('viendra', 1)","('remplacer', 1)","('progressivement', 1)","('mission', 1)","('flash', 1)"
1532,"('plus', 2)","('tard', 2)","('mar', 2)","('année', 2)","('où', 2)","('pris', 2)","('après', 1)","('sociale', 1)","('insérer', 1)","('mot', 1)","('permettre', 1)","('régions', 1)","('donc', 1)","('établissements', 1)","('implantés', 1)","('territoires', 1)","('disposer', 1)","('visibilité', 1)","('transparence', 1)","('financement', 1)","('vise', 1)","('montant', 1)","('dotations', 1)","('régionales', 1)","('fixé', 1)","('arrêté', 1)","('ministres', 1)",,,
1533,"('psychiatrie', 5)","('recherche', 4)","('santé', 2)","('mentale', 2)","('parent', 2)","('pauvre', 2)","('plus', 2)","('prise', 2)","('être', 2)","('champ', 2)","('fin', 1)","('substituer', 1)","('mot', 1)","('a', 1)","('montré', 1)","('mission', 1)","('flash', 1)","('financement', 1)","('février', 1)","('si', 1)","('médecine', 1)","('quant', 1)","('sen', 1)","('crédits', 1)","('attribués', 1)","('établissements', 1)","('question', 1)","('charge', 1)","('demain', 1)","('devant', 1)"
1534,"('mot', 8)","('santé', 8)","('questionnaire', 7)","('autoévaluation', 5)","('substituer', 4)","('état', 4)","('sportif', 4)","('renseignement', 3)","('réalisation', 2)","('elles', 2)","('renseignent', 2)","('conjoint', 2)","('relatif', 2)","('mineur', 2)","('conséquence', 2)","('i', 1)","('ii', 1)","('vise', 1)","('supprimer', 1)","('notion', 1)","('remplacer', 1)","('instar', 1)","('q', 1)","('sport', 1)","('existant', 1)","('conviendra', 1)","('élaborer', 1)","('nouveau', 1)","('bénéfice', 1)","('mineurs', 1)"
1535,"('première', 1)","('substituer', 1)","('deuxième', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,"('article', 6)","('disposition', 4)","('régime', 4)","('indépendants', 4)","('sociale', 3)","('sécurité', 2)","('finaliser', 2)","('travailleurs', 2)","('cpsti', 2)","('branch', 2)","('vieillesse', 2)","('général', 2)","('régimes', 2)","('erreur', 2)","('après', 1)","('insérer', 1)","('deux', 1)","('alinéas', 1)","('suivants', 1)","('bi', 1)","('quatrième', 1)","('code', 1)","('remplacé', 1)","('suivantes', 1)","('décret', 1)","('précise', 1)","('modalités', 1)","('application', 1)","('présente', 1)","('inscrit', 1)"
1537,"('fonds', 4)","('pesticide', 3)","('indemnisation', 3)","('collège', 2)","('expert', 2)","('placé', 2)","('auprès', 2)","('imputabilité', 2)","('pathologie', 2)","('demandeur', 2)","('permettre', 2)","('après', 1)","('relève', 1)","('rédiger', 1)","('fin', 1)","('procède', 1)","('appréciation', 1)","('mentionnés', 1)","('premier', 1)","('article', 1)","('détermine', 1)","('ca', 1)","('échéant', 1)","('date', 1)","('consolidation', 1)","('état', 1)","('taux', 1)","('incapacité', 1)","('permanente', 1)","('vise', 1)"
1538,"('mot', 2)","('première', 1)","('substituer', 1)","('présente', 1)","('section', 1)","('chapitre', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,
1539,"('six', 2)","('mois', 2)","('réception', 2)","('demande', 2)","('indemnisation', 2)","('fonds', 2)","('rédiger', 1)","('début', 1)","('deuxième', 1)","('compter', 1)","('reste', 1)","('sans', 1)","('changement', 1)","('vise', 1)","('instaurer', 1)","('délai', 1)","('réponse', 1)","('fixant', 1)","('échéance', 1)","('laquelle', 1)","('offre', 1)","('doit', 1)","('être', 1)","('présentée', 1)","('demandeur', 1)","('après', 1)",,,,
1540,"('substituer', 1)","('dernier', 1)","('régime', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
1541,"('référence', 2)","('article', 2)","('sociale', 2)","('substituer', 1)","('septième', 1)","('ordonnance', 1)","('mai', 1)","('relative', 1)","('traitement', 1)","('juridictionnel', 1)","('contentieux', 1)","('sécurité', 1)","('aide', 1)","('troisième', 1)","('novembre', 1)","('modernisation', 1)","('justice', 1)","('xxie', 1)","('siècle', 1)","('rédactionnel', 1)",,,,,,,,,,
1542,"('fonds', 4)","('indemnisation', 3)","('collège', 2)","('expert', 2)","('placé', 2)","('auprès', 2)","('permettre', 2)","('pesticide', 2)","('rédiger', 1)","('début', 1)","('première', 1)","('procède', 1)","('notamment', 1)","('reste', 1)","('sans', 1)","('changement', 1)","('vise', 1)","('victimes', 1)","('déterminer', 1)","('imputabilité', 1)","('pathologie', 1)","('invoquée', 1)","('demandeur', 1)","('exposition', 1)","('dont', 1)","('a', 1)","('objectif', 1)","('bénéficier', 1)","('expertise', 1)","('scientifique', 1)"
1543,"('fonds', 4)","('indemnisation', 4)","('collège', 3)","('expert', 3)","('pesticide', 3)","('auprès', 2)","('victimes', 2)","('expertise', 2)","('secret', 2)","('après', 1)","('insérer', 1)","('suivant', 1)","('placé', 1)","('procède', 1)","('toute', 1)","('investigation', 1)","('utile', 1)","('instruction', 1)","('demandes', 1)","('respect', 1)","('principe', 1)","('contradictoire', 1)","('diligente', 1)","('ca', 1)","('échant', 1)","('sans', 1)","('puisse', 1)","('être', 1)","('opposé', 1)","('professionnel', 1)"
1544,"('article', 4)","('ter', 4)","('taxe', 4)","('ier', 2)","('code', 2)","('zda', 2)","('additionnelle', 2)","('prévue', 2)","('zd', 2)","('caisse', 2)","('centrale', 2)","('agricoles', 2)","('pension', 2)","('égal', 2)","('smic', 2)","('carrière', 2)","('complète', 2)","('assurer', 2)","('section', 1)","('xx', 1)","('chapitre', 1)","('iii', 1)","('titre', 1)","('première', 1)","('partie', 1)","('livre', 1)","('général', 1)","('impôts', 1)","('complétée', 1)","('rédigé', 1)"
1545,"('établissements', 4)","('caqes', 3)","('santé', 3)","('établissement', 3)","('supprimer', 2)","('alinéas', 2)","('conséquence', 2)","('conclusion', 2)","('ciblés', 2)","('donc', 2)","('i', 1)","('rédiger', 1)","('identifiés', 1)","('sans', 1)","('distinction', 1)","('iii', 1)","('envisagé', 1)","('tout', 1)","('restant', 1)","('obligatoire', 1)","('réservée', 1)","('seuls', 1)","('niveau', 1)","('régional', 1)","('principal', 1)","('effet', 1)","('priver', 1)","('possibilité', 1)","('conclure', 1)","('tels', 1)"
1546,"('santé', 17)","('projets', 11)","('territoriaux', 7)","('mentale', 6)","('article', 6)","('code', 6)","('population', 4)","('mentionnés', 4)","('mot', 4)","('après', 3)","('territoire', 3)","('offre', 3)","('soins', 3)","('définis', 3)","('territoriales', 3)","('conséquence', 3)","('fin', 2)","('hospitalières', 2)","('extrahospitalières', 2)","('conseils', 2)","('locaux', 2)","('publique', 2)","('communautés', 2)","('professionnelles', 2)","('mentionnées', 2)","('insérer', 2)","('schémas', 2)","('régionaux', 2)","('interrégionaux', 2)","('vise', 2)"
1547,"('entre', 5)","('psychiatres', 5)","('objectif', 4)","('régions', 3)","('inégalités', 3)","('allocation', 3)","('ressources', 3)","('densité', 3)","('première', 2)","('mot', 2)","('départements', 2)","('dotation', 2)","('populationnelle', 2)","('doit', 2)","('article', 2)","('a', 2)","('santé', 2)","('mentale', 2)","('région', 2)","('habitant', 2)","('départemental', 2)","('paris', 2)","('i', 1)","('après', 1)","('occurrence', 1)","('insérer', 1)","('conséquence', 1)","('compléter', 1)","('précise', 1)","('viser', 1)"
1548,"('santé', 4)","('pilotage', 3)","('mentale', 3)","('dépenses', 3)","('gouvernement', 2)","('ministériel', 2)","('politique', 2)","('financement', 2)","('notamment', 2)","('assurance', 2)","('maladie', 2)","('malady', 2)","('psychiatriques', 2)","('mission', 2)","('matière', 2)","('six', 1)","('mois', 1)","('compter', 1)","('promulgation', 1)","('présente', 1)","('remet', 1)","('parlement', 1)","('évalue', 1)","('besoins', 1)","('coûts', 1)","('nécessaires', 1)","('diminution', 1)","('part', 1)","('induite', 1)","('effets', 1)"
1549,"('psychologues', 5)","('remboursement', 4)","('psychothérapies', 3)","('concerne', 3)","('sécurité', 2)","('sociale', 2)","('perspective', 2)","('partiel', 2)","('intégral', 2)","('effectuées', 2)","('évalue', 2)","('effets', 2)","('directs', 2)","('indirects', 2)","('statut', 2)","('santé', 2)","('menée', 2)","('deux', 2)","('expérimentations', 2)","('départements', 2)","('article', 1)","('décembre', 1)","('financement', 1)","('complété', 1)","('rédigée', 1)","('coût', 1)","('anticipés', 1)","('dispositif', 1)","('évolution', 1)","('recettes', 1)"
1550,"('conseil', 6)","('européen', 5)","('vise', 4)","('taxation', 4)","('règlement', 4)","('code', 3)","('général', 3)","('impôts', 3)","('prémix', 3)","('référence', 3)","('donc', 3)","('article', 2)","('bi', 2)","('références', 2)","('juin', 2)","('mai', 2)","('parlement', 2)","('février', 2)","('boissons', 2)","('alcoolisées', 2)","('dites', 2)","('alcool', 2)","('intérêt', 2)","('b', 1)","('i', 1)","('remplacées', 1)","('modifier', 1)","('sujet', 1)","('fait', 1)","('abrogé', 1)"
1551,"('article', 6)","('mot', 2)","('abrogeant', 2)","('i', 1)","('rédiger', 1)","('ii', 1)","('deuxième', 1)","('premier', 1)","('iii', 1)","('supprimés', 1)","('abrogés', 1)","('conséquence', 1)","('substituer', 1)","('modifiant', 1)",,,,,,,,,,,,,,,,
1552,"('victimes', 3)","('nomenclature', 3)","('indemnisation', 2)","('pesticide', 2)","('gouvernement', 2)","('préjudices', 2)","('améliorer', 2)","('condition', 2)","('cadre', 1)","('prévue', 1)","('titre', 1)","('livre', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('établit', 1)","('spécifique', 1)","('subis', 1)","('vise', 1)","('inciter', 1)","('établir', 1)","('modèle', 1)","('dite', 1)","('dintilhac', 1)","('applicable', 1)","('corporels', 1)","('destinée', 1)","('personnes', 1)",,
1553,"('article', 5)","('second', 5)","('troisième', 4)","('b', 4)","('i', 3)","('conséquence', 3)","('remplacé', 3)","('quatrième', 3)","('première', 2)","('seconde', 2)","('ii', 2)","('alinéas', 2)","('neuvième', 2)","('mot', 2)","('rédiger', 1)","('rédaction', 1)","('résultant', 1)","('décembre', 1)","('financement', 1)","('sécurité', 1)","('sociale', 1)","('après', 1)","('occurrence', 1)","('mentionnées', 1)","('insérée', 1)","('référence', 1)","('supprimer', 1)","('substituer', 1)","('disposition', 1)","('références', 1)"
1554,"('après', 1)","('notifiées', 1)","('insérer', 1)","('mot', 1)","('employeur', 1)",,,,,,,,,,,,,,,,,,,,,,,,,
1555,"('première', 1)","('après', 1)","('pénalité', 1)","('insérer', 1)","('mot', 1)","('encontre', 1)","('employeur', 1)",,,,,,,,,,,,,,,,,,,,,,,
1556,"('article', 2)","('compléter', 1)","('suivant', 1)","('iii', 1)","('abrogé', 1)","('coordination', 1)",,,,,,,,,,,,,,,,,,,,,,,,
1557,"('taxation', 5)","('base', 4)","('vin', 4)","('article', 3)","('boissons', 3)","('code', 2)","('général', 2)","('impôts', 2)","('b', 2)","('i', 2)","('référence', 2)","('conseil', 2)","('juin', 2)","('ii', 2)","('taxe', 2)","('euro', 2)","('décilitre', 2)","('alcool', 2)","('pur', 2)","('autres', 2)","('prémix', 2)","('permettre', 2)","('extrêmement', 2)","('vins', 2)","('aromatisés', 2)","('produits', 2)","('donc', 2)","('très', 2)","('bi', 1)","('modifié', 1)"
1558,"('après', 1)","('insérer', 1)","('suivant', 1)","('bi', 1)","('article', 1)","('sixième', 1)","('remplacé', 1)","('neuvième', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,
1559,"('mot', 2)","('moyen', 2)","('dispositif', 2)","('unifié', 2)","('i', 1)","('supprimer', 1)","('conséquence', 1)","('compléter', 1)",,,,,,,,,,,,,,,,,,,,,,
1560,"('presse', 6)","('a', 5)","('régime', 5)","('article', 3)","('sécurité', 3)","('sociale', 3)","('charge', 3)","('sociales', 3)","('entreprises', 3)","('exonérations', 3)","('lodeom', 3)","('dit', 3)","('compétitivité', 3)","('i', 2)","('code', 2)","('création', 2)","('barème', 2)","('exonération', 2)","('patronales', 2)","('applicables', 2)","('guadeloupe', 2)","('guyane', 2)","('martinique', 2)","('dispositif', 2)","('placé', 2)","('agit', 2)","('b', 1)","('iii', 1)","('mot', 1)","('supprimés', 1)"
1561,"('smic', 9)","('régime', 8)","('charge', 7)","('exonérations', 6)","('sociales', 6)","('entreprises', 6)","('taux', 5)","('a', 5)","('dit', 5)","('article', 4)","('sécurité', 4)","('sociale', 4)","('patronales', 4)","('dispositif', 4)","('compétitivité', 4)","('niveau', 4)","('dégressivité', 3)","('lodeom', 3)","('applicables', 3)","('renforcée', 3)","('exonération', 3)","('leurs', 3)","('plus', 3)","('i', 2)","('code', 2)","('modifié', 2)","('remplacé', 2)","('compensée', 2)","('concurrence', 2)","('création', 2)"
1562,"('coefficient', 7)","('géographiques', 6)","('revalorisation', 4)","('établissements', 4)","('santé', 3)","('guadeloupe', 3)","('réunion', 3)","('délai', 2)","('vise', 2)","('surcoûts', 2)","('prestations', 2)","('public', 2)","('privés', 2)","('martinique', 2)","('guyane', 2)","('plus', 2)","('comme', 2)","('six', 1)","('mois', 1)","('suivant', 1)","('promulgation', 1)","('présente', 1)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('identifier', 1)","('réels', 1)","('modifient', 1)","('prix', 1)","('revient', 1)"
1563,"('retraite', 6)","('agricoles', 4)","('ultramarins', 4)","('territoires', 3)","('faire', 3)","('mois', 2)","('niveaux', 2)","('pension', 2)","('régimes', 2)","('état', 2)","('lieux', 2)","('proposition', 2)","('leurs', 2)","('niveau', 2)","('carrière', 2)","('agriculteurs', 2)","('contre', 2)","('france', 2)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('délai', 1)","('six', 1)","('compter', 1)","('promulgation', 1)","('présente', 1)","('bénéficiaires', 1)","('obligatoires', 1)","('base', 1)","('possibilités', 1)"
1564,"('mot', 2)","('carence', 2)","('début', 1)","('seconde', 1)","('substituer', 1)","('ca', 1)","('si', 1)","('constatée', 1)",,,,,,,,,,,,,,,,,,,,,,
1565,"('substituer', 1)","('destinataires', 1)","('mot', 1)","('mentionnés', 1)","('deuxième', 1)",,,,,,,,,,,,,,,,,,,,,,,,,
1566,"('être', 2)","('terme', 2)","('obligation', 2)","('substituer', 1)","('mot', 1)","('peut', 1)","('proposé', 1)","('supprimer', 1)","('remplacer', 1)","('doit', 1)","('renforcer', 1)","('garantie', 1)","('remise', 1)","('bon', 1)","('état', 1)","('usage', 1)","('dispositifs', 1)","('médicaux', 1)","('notamment', 1)","('car', 1)","('fauteuil', 1)","('roulants', 1)","('visés', 1)","('disposition', 1)","('utilisés', 1)","('personnes', 1)","('particulièrement', 1)","('fragiles', 1)",,
1567,"('radiothérapie', 5)","('praticiens', 4)","('conventionnés', 4)","('prise', 4)","('charge', 4)","('différences', 2)","('entre', 2)","('coût', 2)","('opportunité', 2)","('traitements', 2)","('évaluation', 2)","('nombre', 2)","('séances', 2)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('plus', 1)","('tard', 1)","('septembre', 1)","('relatif', 1)","('dépenses', 1)","('patient', 1)","('traités', 1)","('évalue', 1)","('mise', 1)","('place', 1)","('forfaitaire', 1)","('cadre', 1)","('a', 1)","('but', 1)"
1568,"('mot', 2)","('caractère', 2)","('substituer', 1)","('simplicité', 1)","('simple', 1)",,,,,,,,,,,,,,,,,,,,,,,,,
1569,"('régimes', 2)","('après', 1)","('seconde', 1)","('occurrence', 1)","('insérer', 1)","('mot', 1)","('obligatoires', 1)","('base', 1)","('complémentaires', 1)","('additionnels', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,
1570,"('directement', 3)","('exposition', 3)","('indemnisation', 2)","('pathology', 2)","('professionnelle', 2)","('fonds', 2)","('amiante', 2)","('après', 1)","('causées', 1)","('insérer', 1)","('cohérence', 1)","('article', 1)","('prévoit', 1)","('enfants', 1)","('résultant', 1)","('prénatale', 1)","('liée', 1)","('parent', 1)","('assurés', 1)","('autres', 1)","('bénéficiaires', 1)","('doivent', 1)","('être', 1)","('indemnisés', 1)","('malady', 1)","('liées', 1)","('pesticide', 1)","('conformément', 1)","('règles', 1)","('droit', 1)"
