texteLegislatifUid,uid,dispositif,exposeSommaire
PRJLANR5L15B3397,AMANR5L15PO420120B3397P0D1N001222,"Dans un délai de deux mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur le financement de la psychiatrie depuis vingt ans et ses évolutions. Il prend en compte l’augmentation de la démographie et des pathologies traitées, ainsi que les conditions de travail des personnels médicaux et paramédicaux du secteur.","Alors député, Olivier Véran disait : « La psychiatrie est un enjeu clef du quinquennat. » Où en sommes-nous ?La Cour des comptes le rappelait (en 2011) : « Les pathologies relevant de la psychiatrie se situent en France au troisième rang des maladies les plus fréquentes, après le cancer et les maladies cardio-vasculaires. » D’après les statistiques de la Drees, le nombre de patients s’avère en hausse : +29 % entre 2013 et 2016.L’ancienne ministre de la Santé, Madame Buzyn reconnaissait que la psychiatrie est le « parent pauvre » de la médecine.Un parent que l’on a appauvri : durant les dernières décennies, alors que le budget de l’hôpital général augmentait, en moyenne, de 2 % par an, les crédits alloués à la psychiatrie étaient gelés, voire diminués.Comme nous l’avions dit dans le précédent PLFSS : il est quasi-impossible de trouver des données sur le financement de la psychiatrie. Nous avons cherché à obtenir un panorama du financement de la psychiatrie en France. Une vue d’ensemble quant à ces dotations : comment ont-elles évolué, depuis dix ans, quinze ans, vingt ans ? Combien ce secteur a-t-il perdu, combien lui a-t-on grignoté au cours des dernières décennies ?Nous n’avons obtenu aucun dossier probant.La collecte de données, parcellaires, s’avère une infinie galère.Il n’est pas acceptable que dans ce pays nous n’ayons pas de données plus précises.Nous demandons donc un rapport sur l’évolution du budget de la psychiatrie par rapports aux dépenses de santé en général."
PRJLANR5L15B3397,AMANR5L15PO420120B3397P0D1N001224,"Le Gouvernement remet au Parlement, dans les six mois à compter de la promulgation de la présente loi, un rapport portant sur l’application de l’article 25 de la loi de financement de la Sécurité sociale pour 2020 en matière de recherche en psychiatrie tel que mentionné à l’alinéa 54. Il évalue le coût de la recherche en psychiatrie et présentant de manière transparente ses différents canaux de financement. Il évalue notamment le coût de la mise en place d’une recherche en psychiatrie indépendante financièrement des laboratoires pharmaceutiques et financée par des fonds publics. Ce rapport évalue en outre les effets directs anticipés de ce dispositif en ce qui concerne l’évolution des recettes et des dépenses de la sécurité sociale.","Le mouvement de la psychothérapie institutionnelle s’est développé après-guerre pour sortir les malades de l’asile et mettre l’accent sur l’importance de la relation soignant-soigné. Pour que la recherche accompagne cette ambition, il faut promouvoir les recherches en sciences humaines. En effet, la relation sociale est au cœur de la guérison tandis que l’usage de psychotropes ne doit avoir lieu que lorsque c’est nécessaire. Cette recherche doit donc être totalement indépendante financièrement des laboratoires pharmaceutiques et des cliniques privées. Or ce n’est pas ce le cas de la fondation Fondamental, promu par l’actuel Gouvernement à travers des dotations publiques, mais qui n’a jamais fait de psychiatrie « dans la Cité ». Créée en 2007 et présidée par David de Rotschild, elle puise plus de trois-quarts de ses ressources dans des fonds privés. En 2017, parmi ces mécènes, nous trouvons :- Des entreprises parmi les plus grosses du CAC40 : Dassault, la financière de la famille Pinault, Bouygues, la fondation Bettencourt,- Deux groupes de cliniques psychiatriques privées : Clinea – filiale du groupe Orpea, leader des maisons de retraites privées – et OC Santé,- Et des laboratoires pharmaceutiques : Servier, Roche, Sanofi, Lilly, Lundbeck, Otsuka Pharmaceutical, AstraZeneca, Janssen, et Takeda.Il serait donc particulièrement grave de voir notre recherche en psychiatrie se retrouver aux mains de Fondamental. A ce titre, la nomination par la Ministre Agnès Buzyn de Franck Bellivier, proche du lobby Fondamental, comme délégué interministériel à la santé mentale est inquiétante.Cet amendement demande donc la remise d’un rapport chiffrant la mise en place d’une recherche en psychiatrie indépendante financièrement des laboratoires pharmaceutiques et financée par des dotations publiques. Une telle recherche permettrait sans doute à terme de faire des économies sur la consommation de psychotropes."
PRJLANR5L15B3397,AMANR5L15PO420120B3397P0D1N001225,"Dans un délai de 6 mois après la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur les effets d’une sortie des hôpitaux psychiatriques du système de la T2A. Une partie de ce rapport est consacrée à une étude des différentes modes de financement possibles des hôpitaux psychiatriques, en considérant la santé des patients comme une priorité.","La psychiatrie souffre d’un sous-financement depuis des dizaines d’années. On ne saurait chiffrer le manque de budget total. Cependant, les statistiques de la Drees (Direction de la recherche, des études, de l’évaluation et des statistiques) témoignent de ces manques. Entre 2013 et 2016, le nombre de patients est en hausse : + 29 %. Les urgences débordent : + 36 %. En revanche, les hospitalisations à temps plein chutent : ‑ 37 %, et pas au profit de méthodes alternatives : le « placement familial thérapeutique » recule (‑ 8 %), tout comme l’accueil en appartement thérapeutique (‑ 33 %), tandis que l’accueil en centre post‑cure stagne (0 %).Le financement des hôpitaux est basé sur la tarification à l’activité qui consiste à rémunérer les hôpitaux en fonction du nombre d’actes réalisés. Cela a montré ses limites concernant la prise en charge des patients à l’hôpital. Cette tarification est peut-être défendable concernant des activités techniques et standardisées qui demandent toujours les mêmes gestes, le même temps, etc… Mais très souvent à l’hôpital, les activités ne sont justement pas standardisables.Cela est donc particulièrement le cas en psychiatrie pour laquelle la T2A est totalement inadapté. Ce dont ont besoin les soignants, c’est avant tout de temps. Les soins psychiatriques ne sont pas des activités standardisées. Chaque patient est unique et sa guérison nécessite des relations humaines au long court.Par cet amendement, nous refusons que les soins psychiatriques fassent l’objet d’une tarification à l’activité."
PRJLANR5L15B3397,AMANR5L15PO420120B3397P0D1N001227,"Au plus tard un an après la publication de la présente loi, le Gouvernement remet un rapport au Parlement sur l’application de l’article 53 de la loi n° 2015‑1702 du 21 décembre 2015 de financement de la sécurité sociale pour 2016, qui exclut les personnes en situation de travail détaché des dispositions relatives à l’ouverture des droits à pension. Il peut à cette occasion, au vu de l’impact négatif de ces dispositions pour les personnes qui sont assujetties au régime des travailleuses détachées et pour les finances publiques, détailler son action auprès du Conseil européen pour proposer une révision du droit européen en vigueur, ce en conformité avec la présente loi, notamment en ce qui concerne :– l’introduction des objectifs de convergence par le haut des systèmes de sécurité sociale de l’Union européenne ;– l’obtention pour la France d’un droit de non-participation pour le régime de détachement des travailleurs ;– la demande de ratification par tous les États membres de l’Union européenne de la Convention 97 de l’Organisation internationale du travail et son application effective dans l’Union européenne, notamment pour les dispositions prévoyant le principe de salaire égal pour un travail égal.","Cet amendement vise à demander au Gouvernement de remettre au Parlement un rapport concernant l’application de la loi de financement de la sécurité sociale pour 2016, qui devrait selon toute évidence le conduire à proposer l’interdiction du travail détaché. En effet, cette aberration juridique a des conséquences dramatiques sur les travailleurs et sur les finances de la sécurité sociale. Sur les travailleurs d’abord, parce qu’ils perçoivent un salaire qui ne correspond pas au travail qui est effectué, et encourage une forme de dumping social entre les travailleurs qu’il fautabsolument décourager. Sur les finances de la sécurité sociale ensuite, parce que les cotisations non versées sont une perte pour les caisses de la sécurité sociale.En 1954, la France a ratifié la Convention 97 de l’OIT sur les travailleurs migrants. Neuf autres États européens ont fait de même, et personne ne l’a jamais dénoncée. Pourtant, depuis l’adoption en 1996 de la première directive sur les travailleurs détachés, la Commission européenne empêche les autres États membres de signer cette convention de l’OIT. Elle la considère comme « potentiellement incompatible avec le droit de l’UE » ! Autrement dit, l’Union européenne tente de contourner le droit international du travail. Pourquoi cette convention précisément ? C’est qu’elle exige une égalité de traitement entre les salariés migrants (dont les salariés détachés) et les salariés nationaux, y compris pour la protection sociale. Le détachement des travailleurs et la directive qui l’accompagne vont donc à l’encontre de cette norme internationale, et fait de l’Union européenneune zone de non-droit international. Nous aimerions que le Gouvernement prenne l’engagement de se conformer à cet engagement international."
PRJLANR5L15B3397,AMANR5L15PO420120B3397P0D1N001237,"I. – L’article L. 531‑2 du code de la sécurité sociale est ainsi modifié :1° À la première phrase du premier alinéa, après le mot : « attribuée », sont insérés les mots : « et versée » ;2° Le deuxième alinéa est remplacé par les cinq alinéas suivants :« La prime à la naissance est versée avant le dernier jour du mois civil suivant le sixième mois de la grossesse. « Par dérogation aux premier et deuxième alinéas, la prime à la naissance est attribuée à une date fixée par décret et versée avant le dernier jour du mois civil suivant le sixième mois prévu de la grossesse :« 1° Lorsque la naissance intervient avant le sixième mois prévu de la grossesse ; « 2° En cas de décès de l’enfant intervenant au-delà de la vingtième semaine de grossesse.« La prime à l’adoption est versée à une date fixée par décret. »II. – Les dispositions du présent article s’appliquent aux grossesses atteignant leur sixième, septième, huitième ou neuvième mois à compter d’une date fixée par décret et au plus tard le 31 mars 2021.","La prime à la naissance, versée aux familles sous conditions de ressources, permet de faire face aux premières dépenses liées à l’arrivée d’un enfant. Le présent amendement vise à anticiper le versement de la prime avant la naissance de l’enfant, afin de permettre aux familles d’accueillir leur enfant dans les meilleures conditions, en leur évitant d’assumer seules les dépenses pour les équipements nécessaires pour s’occuper de ce nouvel enfant. Cette mesure est particulièrement importante pour les familles modestes, dont le budget est plus contraint.Cette proposition d’amendement fait suite à la proposition de loi n° 1160 visant à assurer le versement de la prime à la naissance avant la naissance de l’enfant débattue et adoptée à l’Assemblée nationale le 25 juin dernier et qui propose l’avancement de la date de versement au septième mois de grossesse, au lieu d’un versement deux mois après la naissance selon la réglementation en vigueur. Une adoption de cette mesure dans le cadre du PLFSS permettrait une mise en œuvre dans des délais a priori plus rapides que si la disposition est adoptée dans le cadre de la proposition de loi."
PRJLANR5L15B3397,AMANR5L15PO59048B3397P0D1N000004,"I. – La part salariale de l’ensemble des cotisations et contributions sociales d’origine légale et conventionnelle dues par les entreprises d’armement maritime, pour la période du 1er janvier au 31 décembre 2021, au titre des revenus attribués aux équipages et gens de mer qu’elles emploient à bord de navires de commerce dirigés et contrôlés à partir d’un établissement stable situé sur le territoire français, battant pavillon français ou d’un autre État membre de l’Union européenne, et affectés à des activités de transport de passagers sur des liaisons internationales, soumises à titre principal à une concurrence internationale, n’est pas mise en recouvrement par les organismes de recouvrement mentionnés aux articles L. 213‑1 et L. 752‑4 du code de la sécurité sociale et à l’article L. 725‑3 du code rural et de la pêche maritime.II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Cet amendement vise à mettre en œuvre la mesure de soutien annoncée par le Premier ministre le 15 septembre dernier au bénéfice des entreprises du transport maritime de passagers, dont l’activité a été fortement ralentie par la crise sanitaire, en particulier Brittany Ferries.Il s’agit de prévoir l’absence de mise en recouvrement, par les organismes de Sécurité sociale, de l’ensemble des cotisations et contributions sociales dues par ces armateurs au titre de la part salariale pour l’année 2021."
PRJLANR5L15B3397,AMANR5L15PO59048B3397P0D1N000005,"I. – La part salariale de l’ensemble des cotisations et contributions sociales d’origine légale et conventionnelle dues par les entreprises d’armement maritime au titre des revenus attribués aux équipages et gens de mer qu’elles emploient à bord de navires de commerce dirigés et contrôlés à partir d'un établissement stable situé sur le territoire français, battant pavillon français ou d'un autre État membre de l'Union européenne, et affectés à des activités de transport de passagers et de véhicules sur des liaisons internationales, y compris dans le cadre d’un contrat de délégation de service public, pour la période du 1er janvier au 31 décembre 2021, n’est pas mise en recouvrement par les organismes de recouvrement mentionnés aux articles L. 213-1 et L. 752-4 du code de la sécurité sociale et à l'article L. 725-3 du code rural et de la pêche maritime. II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.  ","Les liaisons maritimes entre la France et le Royaume-Uni ont été durement affectées par la crise sanitaire. La période de confinement puis la récente décision du Premier ministre britannique Boris Johnson de soumettre les voyageurs entrant au Royaume-Uni à une mesure de quatorzaine ont fait chuter la fréquentation des ferries de 60 à 80% s’agissant des passagers et de plus de 20% pour le fret, mettant en grande difficulté les compagnies qui opèrent les lignes de Transmanche, de Dunkerque à Roscoff en passant pas Calais, Dieppe, Le Havre, Caen-Ouistreham, Cherbourg, Saint-Malo. Les mesures de chômage partiel et d’accès aux prêts garantis par l’Etat annoncées au printemps ont constitué un premier amortisseur. Elles ont permis de maintenir les emplois de navigants et d’assurer la poursuite d’une activité transmanche réduite. Mais elles ne suffisent pas à garantir la survie des opérateurs qui font face, à la fois, à la longue durée de la crise sanitaire avec son cortège de mesures restreignant les échanges, et aux incertitudes du Brexit qui doit entrer en vigueur début 2021 alors qu’aucune perspective d’accord ne se dessine à ce jour entre l’Union européenne et le gouvernement britannique. Face à cette situation, les salariés, leurs organisations syndicales, les dirigeants des compagnies de transport Transmanche et les élus du littoral de la Manche ont tiré le signal d’alarme et appelé le Gouvernement à déployer un plan ferry pour permettre le maintien de cette activité en donnant aux compagnies les moyens de traverser la tempête et de se projeter dans l’après-crise, lorsque le trafic pourra retrouver le rythme qui était le sien avant la survenue de la crise sanitaire, étant rappelé qu’il était en progression en 2019. La crise du transport Transmanche menace directement près de 5 000 emplois de marins et d’employés à terre des opérateurs et 13 500 emplois indirects qui dépendent de ce secteur en Normandie, dans les Hauts-de-France et en Bretagne. L’activité Transmanche rapporte à notre pays 1,5 milliard d’euros en dépenses touristiques, soit la moitié des dépenses annuelles effectuées en France par les visiteurs britanniques - qui constituent plus des 2/3 de la clientèle des ferries - estimées à 3 milliards d’euros. Le poids de l’activité Transmanche pour les territoires littoraux est considérable. A titre d’exemple, les études effectuées par le Département de Seine-Maritime sur la liaison Dieppe-Newhaven opérée dans cadre d’une délégation de service public, dont la dernière datée d’octobre 2020, montrent que pour un euro d’argent public investi pour assurer le service Transmanche les retombées locales, départementales, régionales, nationales sont de 3 euros. Au-delà des emplois directs et indirects et de l’impact sur l’économie touristique de cette activité, les liens du Transmanche portent également, à travers les emplois de navigants sous pavillon français et leurs savoir-faire, la place de la France comme puissance maritime. Au vu de ces enjeux, l’Etat, doit aux côtés des collectivités territoriales déjà très impliquées, s’engager dans un soutien fort qui permette au secteur de tenir jusqu’à la fin de la crise. Le présent amendement prévoit dans le contexte d’une très grande fragilisation des liens maritimes en particulier entre la France et le Royaume-Uni du fait de la crise sanitaire, la mise en œuvre, au bénéfice des entreprises du transport maritime de passagers opérant sur des liaisons internationales, de la mesure annoncée en commission des affaires économiques de l’Assemblée nationale par le ministre de l’Economie et des Finances, Bruno Le Maire, début septembre, précisée et confirmée par le Premier ministre Jean Castex lors de la séance de questions au Gouvernement du 15 septembre dernier. Il s'agit de prévoir l’absence de mise en recouvrement, par les organismes de Sécurité sociale, de l’ensemble des cotisations et contributions sociales dues par ces armateurs au titre de la part salariale pour l’année 2021, pour les salariés qu’ils emploient à bord de navires de commerce dirigés et contrôlés à partir d'un établissement stable situé sur le territoire français, battant pavillon français ou d'un autre Etat membre de l'Union européenne, et affectés à des activités de transport de passagers et de véhicules sur des liaisons internationales, y compris dans le cadre d’un contrat de délégation de service public. "
PRJLANR5L15B3397,AMANR5L15PO59048B3397P0D1N000006,"À l'alinéa 1, substituer aux mots :« soumises à titre principal à une concurrence internationale »,les mots :« y compris dans le cadre d’un contrat de délégation de service public ».","Ce sous-amendement vise à préciser que l'absence de recouvrement des cotisations et contributions sociales par les Organismes de sécurité Sociale prévue pour ces armateurs, doit également s'appliquer aux armateurs sous contrats de délégation de service public. Les liaisons maritimes entre la France et le Royaume-Uni ont été durement affectées par la crise sanitaire. La période de confinement puis la récente décision du Premier ministre britannique Boris Johnson de soumettre les voyageurs entrant au Royaume-Uni à une mesure de quatorzaine ont fait chuter la fréquentation des ferries de 60 à 80% s’agissant des passagers et de plus de 20% pour le fret, mettant en grande difficulté les compagnies qui opèrent les lignes de Transmanche, de Dunkerque à Roscoff en passant pas Calais, Dieppe, Le Havre, Caen-Ouistreham, Cherbourg, Saint-Malo. Les mesures de chômage partiel et d’accès aux prêts garantis par l’Etat annoncées au printemps ont constitué un premier amortisseur. Elles ont permis de maintenir les emplois de navigants et d’assurer la poursuite d’une activité transmanche réduite. Mais elles ne suffisent pas à garantir la survie des opérateurs qui font face, à la fois, à la longue durée de la crise sanitaire avec son cortège de mesures restreignant les échanges, et aux incertitudes du Brexit qui doit entrer en vigueur début 2021 alors qu’aucune perspective d’accord ne se dessine à ce jour entre l’Union européenne et le gouvernement britannique.  Face à cette situation, les salariés, leurs organisations syndicales, les dirigeants des compagnies de transport Transmanche et les élus du littoral de la Manche ont tiré le signal d’alarme et appelé le Gouvernement à déployer un plan ferry pour permettre le maintien de cette activité en donnant aux compagnies les moyens de traverser la tempête et de se projeter dans l’après-crise, lorsque le trafic pourra retrouver le rythme qui était le sien avant la survenue de la crise sanitaire, étant rappelé qu’il était en progression en 2019. La crise du transport Transmanche menace directement près de 5 000 emplois de marins et d’employés à terre des opérateurs et 13 500 emplois indirects qui dépendent de ce secteur en Normandie, dans les Hauts-de-France et en Bretagne. L’activité Transmanche rapporte à notre pays 1,5 milliard d’euros en dépenses touristiques, soit la moitié des dépenses annuelles effectuées en France par les visiteurs britanniques - qui constituent plus des 2/3 de la clientèle des ferries - estimées à 3 milliards d’euros. Le poids de l’activité Transmanche pour les territoires littoraux est considérable. A titre d’exemple, les études effectuées par le Département de Seine-Maritime sur la liaison Dieppe-Newhaven opérée dans cadre d’une délégation de service public, dont la dernière datée d’octobre 2020, montrent que pour un euro d’argent public investi pour assurer le service Transmanche les retombées locales, départementales, régionales, nationales sont de 3 euros. Au-delà des emplois directs et indirects et de l’impact sur l’économie touristique de cette activité, les liens du Transmanche portent également, à travers les emplois de navigants sous pavillon français et leurs savoir-faire, la place de la France comme puissance maritime. Au vu de ces enjeux, l’Etat, doit aux côtés des collectivités territoriales déjà très impliquées, s’engager dans un soutien fort qui permette au secteur de tenir jusqu’à la fin de la crise.  Le présent amendement prévoit dans le contexte d’une très grande fragilisation des liens maritimes en particulier entre la France et le Royaume-Uni du fait de la crise sanitaire, la mise en œuvre, au bénéfice des entreprises du transport maritime de passagers opérant sur des liaisons internationales, de la mesure annoncée en commission des affaires économiques de l’Assemblée nationale par le ministre de l’Economie et des Finances, Bruno Le Maire, début septembre, précisée et confirmée par le Premier ministre Jean Castex lors de la séance de questions au Gouvernement du 15 septembre dernier.  Il s'agit de prévoir l’absence de mise en recouvrement, par les organismes de Sécurité sociale, de l’ensemble des cotisations et contributions sociales dues par ces armateurs au titre de la part salariale pour l’année 2021, pour les salariés qu’ils emploient à bord de navires de commerce dirigés et contrôlés à partir d'un établissement stable situé sur le territoire français, battant pavillon français ou d'un autre Etat membre de l'Union européenne, et affectés à des activités de transport de passagers et de véhicules sur des liaisons internationales, y compris dans le cadre d’un contrat de délégation de service public. "
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N000011,"Après la première phrase du deuxième alinéa de l’article L. 162‑21‑3 du code de la sécurité sociale, est insérée une phrase ainsi rédigée : « À ce titre, il est consulté sur le montant des objectifs mentionnés aux articles L. 162‑22‑9, L. 162‑22‑18 et L. 162‑23 ainsi que sur l’allocation des autres ressources destinées à financer les activités mentionnées à l’article L. 162‑22 et sur la répartition régionale des dotations prévues aux articles L. 162‑22‑8‑2, L. 162‑22‑19, L. 162‑23‑3. »","La réduction de la part de financement à l’activité et la mise en place de nouveaux modes de financement nécessitent d’apporter aux établissements de santé la visibilité nécessaire à la poursuite leurs missions s’agissant de leurs ressources financières Dans cette perspective, l’extension du champ de consultation du comité de l’hospitalisation publique et privée sur les ressources financières allouées aux établissements de santé contribue à l’amélioration du suivi des dépenses de santé et de l’objectif national des dépenses d’Assurance maladie.Par ailleurs, une consultation ad hoc du comité de l’hospitalisation publique et privée participe à l’objectif de développement de la démocratie sanitaire. Elle consolide en miroir le mécanisme de gouvernance et de consultation mis en place au niveau régional, avec la création du comité consultatif d’allocation des ressources relatif aux activités d’urgence, de psychiatrie, de soins de suite et de réadaptation des établissements de santé mentionnés à l’article L. 162‑22‑6 du code de la sécurité sociale. Elle s’appuie sur la consultation mise en place au niveau national dans le cadre des comités de pilotage des réformes."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N000026,"Après la première phrase du deuxième alinéa de l’article L. 162‑21‑3 du code de la sécurité sociale, est insérée une phrase ainsi rédigée : « À ce titre, il est consulté sur le montant des objectifs mentionnés aux articles L. 162‑22‑9, L. 162‑22‑18 et L. 162‑23 ainsi que sur l’allocation des autres ressources destinées à financer les activités mentionnées à l’article L. 162‑22 et sur la répartition régionale des dotations prévues aux articles L. 162‑22‑8‑2, L. 162‑22‑19, L. 162‑23‑3. »","La réduction de la part de financement à l’activité et la mise en place de nouveaux modes de financement nécessitent d’apporter aux établissements de santé la visibilité nécessaire à la poursuite leurs missions s’agissant de leurs ressources financières  Dans cette perspective, l’extension du champ de consultation du comité de l’hospitalisation publique et privée sur les ressources financières allouées aux établissements de santé contribue à l’amélioration du suivi des dépenses de santé et de l’objectif national des dépenses d’Assurance maladie. Par ailleurs, une consultation ad hoc du comité de l’hospitalisation publique et privée participe à l’objectif de développement de la démocratie sanitaire. Elle consolide en miroir le mécanisme de gouvernance et de consultation mis en place au niveau régional, avec la création du comité consultatif d’allocation des ressources relatif aux activités d’urgence, de psychiatrie, de soins de suite et de réadaptation des établissements de santé mentionnés à l’article L.162-22-6 du code de la sécurité sociale. Elle s’appuie sur la consultation mise en place au niveau national dans le cadre des comités de pilotage des réformes."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N000043,I. – Le prélèvement de cotisation d’assurance maladie de 1 % lié aux retraites privées complémentaires AGIRC-ARCCO est supprimé.II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits prévus aux articles 575 et 575 A du code général des impôts.,"Cet amendement vise à rétablir une certaine équité entre les retraites privées et publiques. A cette heure, les retraités du secteur privé ayant une retraite complémentaire AGIRC-ARCCO, sont assujettis à un prélèvement d’1 % pour la cotisation assurance maladie. Ils sont les seuls salariés dans ce cas.Pour corriger cette inégalité certaine et alors que le coûts destinés aux cotisations santé sont relativement élevés, il serait juste de supprimé ce prélèvement d’1 %"
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N000084,"L’article L. 5121-25 du code de la santé publique est complété par un alinéa ainsi rédigé :« Le cas échéant, l’Agence nationale de sécurité du médicament prouve le caractère essentiel du médicament ainsi que les tensions d’approvisionnement qui pèsent sur lui. »","La responsabilité du Ministre des Solidarités et de la Santé est de garantir l’accès pour tous aux médicaments et, à ce titre, de sécuriser l’approvisionnement et d’anticiper les pénuries. « L’article 34 permettra de lutter efficacement contre la rupture de stocks d’un grand nombre de médicaments – difficulté régulièrement évoquée en commission et lors des auditions, à l’égard de laquelle les Français sont de plus en plus vigilants et inquiets. Il s’agit notamment d’obliger les laboratoires à stocker certains médicaments pendant quatre mois. » Voici ce que l’actuel Ministre de la Santé affirmait à l’occasion du dernier projet de loi de financement de la Sécurité sociale dont il était à l’époque rapporteur. C’est une demande de longue date faite par les associations de malades, notamment France Asso Santé. Elle permettait de prévenir les pénuries en se donnant le temps de trouver des alternatives. En contradiction avec ses paroles, Olivier Véran a pourtant, en tant que Ministre, envisagé que le décret d’application oblige les patients et associations de patients à prouver le caractère essentiel du médicament ainsi que les tensions d’approvisionnement qui pèsent sur lui afin que cette mesure de stockage lui soit applicable ! Cette demande est insupportable car les malades n’en ont tout simplement pas les moyens. Les dispositions retenues sont inapplicables et inefficaces. Ce régime d’exception est d’autant plus incompréhensible que le code de la sécurité publique définit déjà une liste des classes thérapeutiques contenant des médicaments d’intérêt thérapeutique majeur.France Asso Santé, le collectif d’association TRT-5 CHV, l’Observatoire de la transparence dans les politiques du médicament et de nombreux autres acteurs s’accordent à dire que ce décret ne répond pas à la demande initiale. Par cet amendement, nous entendons revenir à l’esprit initial de la mesure que nous avons voté ensemble à l’automne dernier, afin qu’elle ne fasse pas l’objet de détournement de la part du gouvernement et qu’elle ne soit pas l’objet d’une concession aux lobbies portant atteinte à la santé publique. Nous demandons que ce ne soient pas aux malades de prouver eux-mêmes le caractère essentiel de leur traitement et les risques de pénuries qui le menacent."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N000089,"Les exonérations prévues à l’article L 241‑13 du code de la sécurité sociale sont subordonnées au respect d’obligations sociales et environnementales définies par décret. La méconnaissance de ces obligations donne lieu à une sanction prévue par le même décret, dont le produit est affecté à la sécurité sociale.","Depuis le début de l’année 2020, notre pays traverse une crise sanitaire d’envergure mondiale, mettant notre société en difficulté sanitaire mais également économique et sociale. La période du confinement a mis à l’arrêt un grand nombre de nos entreprises, ayant pour conséquence de mettre en difficulté les plus petites et plus fragiles d’entre elles. Cependant, certains grands groupes comme Auchan, Cargill ou encore Total ont engendré énormément de profits en la période. La plupart de ces grands groupes ont bénéficié, sous le quinquennat de Monsieur Hollande, du CICE (Crédit Impôt Compétitivité Emploi). Mis en place en 2013, le crédit d’impôt pour la compétitivité et l'emploi devait permettre d’améliorer la compétitivité des entreprises françaises en passant par la création d’emplois, la transition écologique et énergétique, ainsi le développement des formations par exemple. Depuis son entrée en vigueur, le comité de suivi du CICE en dresse un bilan très mitigé. Dans un souci de souveraineté et de justice sociale et fiscale, il est urgent de contrôler l’apport en aides publiques ainsi que leurs utilisations. Le principal effet observé est le transfert par les entreprises les plus bénéficiaires du dispositif d’une partie de leur CICE à leurs entreprises clientes ou donneuses d’ordre, en réduisant ou en limitant la hausse des prix des biens et services qu’elles vendent. Un phénomène bien établi dans des secteurs comme la métallurgie, le transport, l’intérim ou la construction spécialisée. Si ce dispositif fiscal, politiquement très contesté car il n’imposait aucune contrepartie aux entreprises, a disparu, remplacé, depuis le 1er janvier 2019, par un allégement de charges, les emplois attendus, eux, n’ont pas vu le jour.En pleine crise sanitaire du coronavirus, l’emploi est encore une fois le grand sacrifié des politiques néo-libérales du gouvernement. Les versements des dividendes des actionnaires serait donc la priorité sur l’emploi de centaines de milliers de françaises et de français. A l’heure actuelle, 394 Plans de Sauvegarde de l’Emploi (PSE) ont été déposés avec, à la clé, 57 000 suppressions de postes. Les secteurs les plus touchés sont le commerce et la réparation automobile (20 %), la construction (18 %), l’industrie manufacturière (16 %) et l’hébergement et la restauration (12 %). C’est dans ce contexte grave, que le gouvernement propose « France Relance » : un plan de relance sans plan et sans relance !Outre que les 100 milliards affichés ne sont qu’un effet d’annonce (plusieurs d’entre eux ayant déjà été dépensés), il n’y a pas de politique de relance à proprement parler dans ce plan.Rien de conséquent pour soutenir les plus fragiles et la consommation populaire. Rien non plus pour mettre à contribution celles et ceux qui ont le plus. Si peu pour les investissements directs pourtant indispensables à l’impérative bifurcation écologique.Dans la droite ligne de la politique budgétaire menée par Emmanuel Macron ces trois dernières années, ce plan consiste à catapulter des dizaines de milliards en baisses d’impôts aux grandes entreprises sans contrepartie sociale et écologique. Le tout avec l’argent des Français, car les 40 milliards « historiques » promis par l’Union Européenne n’existent pas à ce jour et sont conditionnés à de futures réformes comme celle des retraites. Au total, la France paiera 26 milliards de plus qu’elle n’en recevra ! Aux vues de la situation économique critique et dans un souci de justice fiscale et sociale, cet amendement vise à punir le détournement de l'argent public mis à disposition en urgence par l'État: les entreprises qui touchent des aides publiques mais qui ne respectent pas des normes sociales et environnementales de verser des sanctions qui seront reversées au budget de la sécurité sociale."
